protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterID,ClusterColor,Protein_names,Protein_fams,Gene_names,GO_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_LOC100533388.4.6.m.45039,0.0176315669449188,-0.0113732190261959,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533388.6.6.m.45695,0.000980334197767275,0.000735948690814215,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533400.1.4.m.12300,0.00567919222529632,-0.00397660487050615,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533400.3.4.m.28214,0.013222545746464,-0.0177742344158083,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533411.1.1.m.37112,0.00103546822502306,0.0107409732359944,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533437.1.2.m.4596,6.51931894022384e-05,-0.0255059165631826,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533444.1.1.m.33578,0.00166878062527881,-0.0167291146683635,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533447.1.3.m.37261,-0.00139309714413977,0.027695904942713,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533447.2.3.m.44496,0.00461025553441376,0.000705321376185254,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533447.2.3.m.44497,-0.00583301674799408,-0.0169827882611112,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533450.1.1.m.54334,-0.00386701627347164,0.00329276633403307,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533455.1.9.m.3607,-0.00840713701909221,0.00568187555398755,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533521.2.2.m.52097,0.00329469682844261,0.0050144879949609,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533524.1.1.m.33932,-0.0128901038787566,0.0156445316373264,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533528.2.2.m.26125,0.0012453468140519,0.00138491067501403,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533537.1.1.m.36,0.00266157250569215,-0.00510635616504218,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100535066.1.2.m.15640,-0.000679803236207615,-0.000393454322376119,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100537361.1.1.m.55516,-0.0145640725171007,0.000279827034528318,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100538313.1.1.m.64152,0.0137187329344233,0.00815883522749563,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100538996.1.1.m.14935,-0.0105050004127173,-0.0100478729822685,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100539769.1.1.m.36990,0.00559593515368522,-0.000746856273130463,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100540539.1.1.m.14519,0.000553620802926727,0.0103060121470605,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100541322.1.1.m.43256,0.00102644968789005,0.000422399222420595,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100543236.1.2.m.20322,0.00545157588004028,0.00643817086990002,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100543709.1.1.m.32086,0.00736758280975905,-0.00748652665014007,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100546924.1.2.m.34506,-0.0128238828529374,-0.00628642464018508,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100547490.1.1.m.5822,0.0202727695475563,0.0207569276901385,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100548534.1.1.m.26484,-0.0181410799879697,-0.0115449385233557,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100548534.1.1.m.26485,-0.0176654872582091,-0.0112422724841296,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100549486.1.1.m.54965,-0.00837737207043162,-0.00533133890620334,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100552087.1.1.m.26238,-0.0122788739541027,0.0181793849907279,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100552337.1.1.m.19614,-0.00331422863087276,0.00413630281218799,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100552374.1.1.m.21979,-0.0148351859596937,-0.0026037822902923,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100552730.1.1.m.18699,-0.0098489998203518,-0.00626787917356116,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100553519.1.1.m.20707,-0.00294163322976577,0.00364674211913504,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100553663.1.1.m.58460,-0.00925269687220878,-0.0169705855969326,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100553687.1.1.m.61663,-0.00205786455720845,0.00236203887781868,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100553809.1.1.m.45965,0.000710782195970809,-0.00597414207905327,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100554313.1.1.m.20949,-0.0190848009848551,0.0242590710832846,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100554450.1.1.m.66550,-0.0139454118496579,-0.000720311935073124,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100554578.1.2.m.7421,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100554670.1.1.m.4865,-0.000265499250515487,0.000750818049900009,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100555223.1.1.m.47612,0.0117164089544516,-0.0159863566467134,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100555295.1.1.m.51356,-0.00206342527936835,0.0169823657399616,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100555755.1.1.m.58711,0.00436552085009604,0.00515556781882706,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100556034.2.2.m.15378,0.0104172413395457,-0.0143076548045349,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100556517.1.1.m.22221,-0.013187132041999,-0.0310837170783927,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100558815.1.1.m.30536,-0.00255573841402849,-0.00209833414306513,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100558843.1.1.m.14396,-0.0191886146095943,0.0175445417827956,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100559879.1.1.m.8598,-0.0154645816775645,0.0163094108892539,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100559941.1.2.m.12240,-0.00189580177105729,0.00290298876740495,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100560334.2.3.m.42997,0.0186166050215033,-0.00751434031800032,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100560768.1.1.m.18804,-0.0175485264333816,0.0225165129470188,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100561086.1.1.m.13015,-0.0213034413330703,0.0157670966626463,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100561262.1.1.m.16846,-0.00170703178660422,0.000470078489931097,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100561410.1.1.m.58687,-0.00806263290476611,0.00600678148223103,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100561810.1.1.m.8656,-0.0243464677729371,0.0227420270270073,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100561894.1.1.m.45814,-0.010372771243618,-0.00471266352172786,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100562697.1.1.m.27375,-8.74457383715345e-05,-0.00397196293552466,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100562954.1.1.m.27429,0.00740875646774826,0.016675270664035,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100563402.1.1.m.5257,-0.0121213510038911,-0.0116341791947985,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100563554.1.1.m.49953,0.00239155811248498,0.00698959823419596,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100563867.1.1.m.11836,0.0031375307912738,-7.58059581684443e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100563952.1.1.m.30232,0.00357113468206145,-0.00291531311742103,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100564140.2.2.m.10031,-0.00608227378087234,0.00825715352260127,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100564354.1.1.m.46361,0.00207459196712973,0.000198730793215724,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100564832.1.1.m.43026,-0.00324571015475082,-0.0290497081499112,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100565366.1.1.m.49990,0.00237211461876001,0.00172815562501396,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100565534.1.3.m.28075,-0.0346041160491843,0.0107662217405304,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100565534.2.3.m.29570,-0.000268031721208606,0.00220366267725976,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100566943.1.2.m.35349,-0.00345515798613889,0.0167342130486621,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100566968.1.1.m.15268,0.00574630329006988,0.00333998182245151,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100567114.1.1.m.39091,0.0173385846334129,0.0142854407782681,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100567407.1.1.m.8503,-0.00386692935356473,-0.00854345580240716,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100567969.1.1.m.26460,-0.00142156274282809,-0.0105184819964586,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100568234.1.1.m.60837,0.00372641569292193,-0.00652904449510873,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100571875.1.1.m.48861,-0.00542724699795972,0.0188267511650304,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100575377.1.10.m.10592,-0.0113247739421198,-0.00205309644401726,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100576447.2.2.m.55515,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100577801.1.1.m.7007,0.00244007099844079,0.00288166107715137,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100617548.1.1.m.64248,-0.0143316779148261,-0.0091206444474599,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100618341.1.1.m.42477,-0.00365891229956313,-0.00609941477499533,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100619435.1.2.m.28884,-0.00390673353934874,0.00986024612718217,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100631809.1.2.m.30895,-0.013113386095642,-0.0258348318320636,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100632370.1.1.m.25156,-0.0126310780328204,0.0167489155394553,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100632618.1.3.m.23426,-0.00311878421899075,0.00423398896989132,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100632618.2.3.m.30752,-0.0123416941200801,-0.00785422367272916,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100632738.1.1.m.4911,0.0107812341133432,-0.0106815584905624,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100632832.1.1.m.45608,-0.0120347845187116,0.0125250481840103,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100633041.1.1.m.35428,0.000160245550740719,0.00468112583194253,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100633059.1.1.m.20098,0.00679610482814513,-0.00882142869422546,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100633075.1.4.m.4467,0.00265377320551276,-0.00606436728668844,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100633077.1.4.m.4444,-0.00235627127398057,0.000151419149099759,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100633077.4.4.m.62658,0.0022189941094432,-0.000897560745809554,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100634021.1.1.m.53536,-0.00619906247516603,-0.011843718320341,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100634556.1.1.m.45015,-0.00418133643831158,0.0112397744243513,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100634688.3.6.m.36725,0.00896659628705928,-0.0290352191302124,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100634688.6.6.m.63689,-0.00234025617351428,0.00365113799062479,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100634891.1.1.m.11488,-0.00628727474733635,0.00495519101086559,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635182.1.1.m.5368,0.0128037841575404,0.00344302532063048,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635245.3.4.m.44747,0.0145747089918833,-0.00949962238037617,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635352.1.1.m.9481,0.00480878534176921,0.00567905178029952,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635487.1.1.m.21915,0.0166899093670315,0.00926696228758691,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635694.1.1.m.24761,-0.00510636176828424,0.00399958192026675,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635715.2.9.m.8040,0.00316893969799,0.000612252757532386,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636110.1.2.m.5041,0.00313204132610383,0.00249396825461569,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636340.1.4.m.5143,-0.00350262411918077,0.00377471552912388,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636340.3.4.m.44279,0.00534186046329056,0.0163912918182058,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636340.4.4.m.50991,0.00136857738664674,-0.00309888745164607,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636433.3.4.m.27077,0.00583814358308307,0.00251949705366086,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636493.1.1.m.65727,0.00151610148700446,0.00378879987664415,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636568.1.1.m.16013,-0.0066138748202817,-0.00418459677033416,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636813.1.1.m.19517,-0.0137111069437386,-0.0111423050524289,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100637812.1.1.m.1303,0.00815472329941659,-0.0303906623118505,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100637925.1.4.m.34491,0.00215563993490278,-0.00272912606089395,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100637925.3.4.m.48236,0.00956065602419055,0.00246718151131381,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638337.1.1.m.19693,0.0130977173801573,-0.00603417726492736,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638372.1.1.m.60468,4.68473940155822e-05,0.00218388418380325,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638431.10.10.m.59513,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638431.3.10.m.24462,-0.0190824683638111,-0.00652561870016808,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638431.4.10.m.48496,-0.0125682274688913,0.00734571599077756,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638431.8.10.m.58430,0.0101669543633155,0.00317101206726526,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638860.2.2.m.44785,0.000122294460910153,-0.0023149913410771,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638885.1.4.m.28187,-0.00944485035398969,-0.00273806940490141,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100639369.1.1.m.23669,0.0135716958039828,0.00494602417214409,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100639574.1.1.m.40201,0.00645911829912912,-0.0117264169131911,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100639626.1.1.m.61641,0.000533021043725762,-0.000643507512786169,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100639879.1.1.m.38832,0.00889497079837251,-0.00954065097702238,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100640001.1.2.m.37241,0.003143289621559,0.000319900749571032,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100640001.2.2.m.62667,0.00376699064148478,-0.00161679204366353,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100640206.1.1.m.48266,-0.00214892335622859,0.00507643867963042,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100640260.1.2.m.21931,-0.00864222816761065,-0.00549989267265471,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100640618.1.1.m.4378,0.017289631587246,0.0113562367611936,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100641267.1.2.m.49206,-0.00277492942490521,0.00281703649474104,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100641267.2.2.m.57947,-0.00199684088125394,-0.00606336873909422,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100641892.1.1.m.56601,0.000469096080972651,-0.00506541629030254,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100641969.1.1.m.7196,0.00378739802564375,-0.00676857667149999,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642024.1.2.m.38402,0.000800627505283125,-0.00277875653064441,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642349.1.1.m.53035,0.00147247331836673,0.00304900377158976,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642494.1.1.m.58088,0.00281489932867501,0.00857266298764562,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642680.1.1.m.6611,-0.033714833495019,0.00779749742037581,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642881.1.1.m.14183,0.00098917812651982,-0.00131583494920165,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642891.1.1.m.25638,0.00389283775521953,0.012369591436178,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642891.1.1.m.25639,-0.0108139203381146,0.00985849230811591,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642984.1.1.m.28915,0.0061405957516091,0.0203956251517332,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100643070.1.1.m.40176,-0.00215339486166298,0.00219300135391955,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100644321.3.7.m.24037,-0.0020406638057798,-0.00249444669414104,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100644321.6.7.m.56495,-0.00135754072278288,-0.000332383424881771,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100644613.1.1.m.55011,0.0113632772671083,0.0075335748345808,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100644701.2.2.m.54959,0.00185917985280052,0.0182578579517072,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100644701.2.2.m.54960,-0.00773218333606785,-0.00656057392078398,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100645183.1.1.m.53488,-0.00461454570289669,-0.00131629485862854,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100645380.1.1.m.14246,0.0291856671303394,0.00660382273785376,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100645450.1.1.m.39898,0.00594216148143361,-0.0134662784828487,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100645706.1.1.m.62733,-0.00347373715131904,0.0159327932056342,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100646524.1.1.m.44445,0.000897241948737355,-0.0036536467981358,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100646535.1.1.m.61774,-0.000252238585765416,0.000738871774552759,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100646574.1.1.m.55144,0.00129352681094451,0.000876501184606642,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100646810.1.1.m.25033,0.00227228041858555,0.00250553776593172,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100647135.1.2.m.21531,0.00166325229223829,0.00196425816916334,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100647521.2.2.m.59908,0.00368929453989238,-0.0256617445003734,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100647948.1.1.m.9650,-0.00176389088726669,0.00523746328566148,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100648051.2.2.m.61174,-0.000816418784017321,0.00315064447469671,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100648516.1.1.m.64902,0.0075784730405993,0.00285988435159622,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100649130.1.1.m.58207,0.00161607896926422,-0.000583138657123345,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100649205.1.1.m.39938,0.000348439815273018,-0.0177534871083398,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100649375.1.1.m.21222,0.00723211868404441,0.00388357763471328,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100650469.1.2.m.42139,-0.0165428879071704,0.00458596515703264,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100650552.1.1.m.44153,-0.00180129489784337,0.00710680125388415,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100650613.1.1.m.10270,0.000125007415557736,0.00257446713335525,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100650648.1.2.m.24726,0.00238633105135185,0.00538331080644011,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100650709.1.1.m.12958,-0.0164076361190276,-0.00282543972745905,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100651274.1.1.m.26220,-0.0114836527660611,-0.0180506807271133,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100651327.1.1.m.34619,-0.00461313406999339,-0.0089980723684713,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100651687.1.1.m.39884,-0.00567227983434298,-0.0036098248846368,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100653683.1.1.m.7478,-0.0223407818586742,-0.0110286176500953,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100655005.1.1.m.51334,-0.0066815388135349,0.00458987292868135,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100656236.1.1.m.27240,0.00080396159254528,-0.0019428460889697,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100658481.1.1.m.8712,0.0110556799387857,0.0125343284075122,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100659825.1.1.m.62706,-0.0025102310705423,0.0111665279633112,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100668913.1.1.m.6819,-0.00547419881118208,-0.0215610372626543,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100669963.1.1.m.57300,0.00267365465767225,0.014827208953871,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100670231.1.1.m.6369,0.00228322461684259,-0.00795508968236036,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100672555.1.1.m.15827,-0.0220274850938457,-0.000246670165952393,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100677972.1.1.m.12181,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100678100.1.1.m.14602,-0.00668975518321583,0.00302391883263663,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100678410.1.1.m.16114,-0.0152904997552091,0.00852773590935339,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100679233.1.1.m.21455,-0.00156030943787573,-0.00130654895905837,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100679608.1.3.m.1597,-0.00414662680972384,-0.016828845062826,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100679620.1.1.m.66367,-0.0052537480624625,-0.000544329115960658,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100680210.1.1.m.5750,0.00434635625170219,-0.00333066221907314,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100681683.1.1.m.60729,-0.00505892776857909,0.00286157247498421,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100689951.1.1.m.56514,0.000996670493932559,-2.02551617774668e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100690782.1.1.m.26094,-0.000123729839423475,0.000754427394694999,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100690874.1.2.m.62880,0.0041694829994628,0.00978885537726873,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691034.1.2.m.10976,0.000248610484312928,0.000151007889944745,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691144.1.1.m.47006,0.00115403374059662,-0.000733669007306658,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691455.1.1.m.3282,0.00272347300598872,-0.00171064780776064,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691486.1.1.m.24964,0.0102085777148109,-0.00668540310122934,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691486.1.1.m.24965,-0.00116699717190771,0.0196008967488753,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691601.2.2.m.40748,0.00369314822550044,0.00436151304629078,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691676.1.1.m.64226,0.00531819560576773,-0.0184442609536298,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692139.1.1.m.27787,-0.00412582358177746,0.000511408252746709,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692402.2.2.m.49856,0.00488057746926257,0.00576383643598196,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692418.1.1.m.55157,-0.00540053419301457,0.000971706048672317,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692418.1.1.m.55158,0.000120077491141477,0.00327927512262952,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692795.2.2.m.50682,0.027210307255271,-0.00290698254739287,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692883.1.1.m.5437,-0.00615469671434826,0.0300663449426565,No,NA,NA,NA,NA,NA,NA,NA,NA
